icb_code,org_code,planning_ref,measure_type,dimension_name,ref_key,latest_position,goal,variance,directionality,rag_status,percent_variance,full_key
QXU,RTK,E.B.27,Percentage,Oct-24,E.B.27Percentage,79.14489311163896,77,2.1448931116389645,over,G,2.785575469660993,E.B.27PercentageRTK
QNQ,QNQ,E.B.27,Percentage,Oct-24,E.B.27Percentage,81.06841611996252,77,4.068416119962521,over,G,5.283657298652625,E.B.27PercentageQNQ
QKS,RN7,E.B.27,Percentage,Oct-24,E.B.27Percentage,76.11940298507463,77,-0.880597014925371,over,A,-1.1436324869160663,E.B.27PercentageRN7
QNX,RYR,E.B.27,Percentage,Oct-24,E.B.27Percentage,68.19354838709677,77,-8.806451612903231,over,R,-11.436950146627572,E.B.27PercentageRYR
QXU,QXU,E.B.27,Percentage,Oct-24,E.B.27Percentage,83.54872511351729,77,6.548725113517293,over,G,8.504837809762718,E.B.27PercentageQXU
QKS,QKS,E.B.27,Percentage,Oct-24,E.B.27Percentage,76.87669580946638,77,-0.12330419053361652,over,A,-0.16013531238132014,E.B.27PercentageQKS
QRL,R1F,E.B.27,Percentage,Oct-24,E.B.27Percentage,66.83250414593698,77,-10.16749585406302,over,R,-13.204540070211715,E.B.27PercentageR1F
QNX,RXC,E.B.27,Percentage,Oct-24,E.B.27Percentage,82.13599692662312,77,5.135996926623122,over,G,6.670125878731327,E.B.27PercentageRXC
QXU,RTP,E.B.27,Percentage,Oct-24,E.B.27Percentage,77.90389708664397,77,0.9038970866439655,over,G,1.1738923203168383,E.B.27PercentageRTP
QU9,RTH,E.B.27,Percentage,Oct-24,E.B.27Percentage,77.40096038415366,77,0.4009603841536631,over,G,0.5207277716281339,E.B.27PercentageRTH
QXU,RA2,E.B.27,Percentage,Oct-24,E.B.27Percentage,84.25841674249318,77,7.258416742493182,over,G,9.426515249991144,E.B.27PercentageRA2
QU9,QU9,E.B.27,Percentage,Oct-24,E.B.27Percentage,77.54318618042227,77,0.5431861804222677,over,G,0.705436597950997,E.B.27PercentageQU9
QNX,QNX,E.B.28a,Percentage,Oct-24,E.B.28aPercentage,85.18261352589919,95,-9.817386474100815,over,R,-10.334091025369279,E.B.28aPercentageQNX
QXU,QXU,E.B.28a,Percentage,Oct-24,E.B.28aPercentage,93.02222222222223,95,-1.9777777777777743,over,A,-2.0818713450292363,E.B.28aPercentageQXU
QNX,QNX,E.B.28b,Percentage,Oct-24,E.B.28bPercentage,88.94097222222223,95,-6.0590277777777715,over,R,-6.377923976608181,E.B.28bPercentageQNX
QXU,QXU,E.B.28b,Percentage,Oct-24,E.B.28bPercentage,90.02748331370239,95,-4.97251668629761,over,R,-5.234228090839589,E.B.28bPercentageQXU
QXU,QXU,E.B.28c,Percentage,Oct-24,E.B.28cPercentage,91.23142074233995,95,-3.7685792576600505,over,A,-3.9669255343790004,E.B.28cPercentageQXU
QXU,QXU,E.B.28d,Percentage,Oct-24,E.B.28dPercentage,91.54013015184381,95,-3.4598698481561883,over,A,-3.64196826121704,E.B.28dPercentageQXU
QNX,QNX,E.B.28c,Percentage,Oct-24,E.B.28cPercentage,90.32877554155785,95,-4.671224458442154,over,A,-4.917078377307531,E.B.28cPercentageQNX
QXU,QXU,E.B.28e,Percentage,Oct-24,E.B.28ePercentage,95.16129032258064,95,0.16129032258064058,over,G,0.1697792869269901,E.B.28ePercentageQXU
QNX,QNX,E.B.28d,Percentage,Oct-24,E.B.28dPercentage,83.64864864864865,95,-11.351351351351354,over,R,-11.94879089615932,E.B.28dPercentageQNX
QXU,QXU,E.B.28f,Percentage,Oct-24,E.B.28fPercentage,94.45086705202313,95,-0.5491329479768723,over,A,-0.5780346820809182,E.B.28fPercentageQXU
QNX,QNX,E.B.28e,Percentage,Oct-24,E.B.28ePercentage,74.64788732394366,95,-20.352112676056336,over,R,-21.423276501111932,E.B.28ePercentageQNX
QXU,QXU,E.B.28g,Percentage,Oct-24,E.B.28gPercentage,90.11473962930273,95,-4.885260370697267,over,R,-5.142379337576071,E.B.28gPercentageQXU
QNX,QNX,E.B.28f,Percentage,Oct-24,E.B.28fPercentage,78.45849802371542,95,-16.54150197628458,over,R,-17.41210734345745,E.B.28fPercentageQNX
QXU,QXU,E.B.28h,Percentage,Oct-24,E.B.28hPercentage,96.62542182227222,95,1.6254218222722159,over,G,1.7109703392339113,E.B.28hPercentageQXU
QXU,QXU,E.B.28k,Percentage,Oct-24,E.B.28kPercentage,63.93713813068651,95,-31.062861869313487,over,R,-32.69774933611946,E.B.28kPercentageQXU
QXU,QXU,E.B.28,Percentage,Oct-24,E.B.28Percentage,90.39176548863058,95,-4.608234511369417,over,A,-4.850773169862545,E.B.28PercentageQXU
QNX,QNX,E.B.28g,Percentage,Oct-24,E.B.28gPercentage,42.738275340393336,95,-52.261724659606664,over,R,-55.012341746954384,E.B.28gPercentageQNX
QNX,QNX,E.B.28h,Percentage,Oct-24,E.B.28hPercentage,66.13468275593615,95,-28.865317244063846,over,R,-30.384544467435624,E.B.28hPercentageQNX
QNX,QNX,E.B.28k,Percentage,Oct-24,E.B.28kPercentage,68.06981519507187,95,-26.930184804928132,over,R,-28.347562952555926,E.B.28kPercentageQNX
QNX,QNX,E.B.28,Percentage,Oct-24,E.B.28Percentage,77.53536100582417,95,-17.46463899417583,over,R,-18.383830520185082,E.B.28PercentageQNX
QRL,QRL,E.B.28a,Percentage,Oct-24,E.B.28aPercentage,77.52928647497338,95,-17.470713525026625,over,R,-18.39022476318592,E.B.28aPercentageQRL
QRL,QRL,E.B.28b,Percentage,Oct-24,E.B.28bPercentage,93.27276660177374,95,-1.7272333982262609,over,A,-1.8181404191855377,E.B.28bPercentageQRL
QRL,QRL,E.B.28c,Percentage,Oct-24,E.B.28cPercentage,82.58997645475951,95,-12.410023545240492,over,R,-13.063182679200516,E.B.28cPercentageQRL
QRL,QRL,E.B.28d,Percentage,Oct-24,E.B.28dPercentage,34.95675921711424,95,-60.04324078288576,over,R,-63.20341135040607,E.B.28dPercentageQRL
QRL,QRL,E.B.28e,Percentage,Oct-24,E.B.28ePercentage,48.03001876172608,95,-46.96998123827392,over,R,-49.44208551397254,E.B.28ePercentageQRL
QRL,QRL,E.B.28f,Percentage,Oct-24,E.B.28fPercentage,51.10921501706485,95,-43.89078498293515,over,R,-46.200826297826474,E.B.28fPercentageQRL
QRL,QRL,E.B.28g,Percentage,Oct-24,E.B.28gPercentage,67.08683473389357,95,-27.913165266106432,over,R,-29.382279227480456,E.B.28gPercentageQRL
QKS,QKS,E.B.28a,Percentage,Oct-24,E.B.28aPercentage,83.10970797158643,95,-11.890292028413569,over,R,-12.516096872014282,E.B.28aPercentageQKS
QRL,QRL,E.B.28h,Percentage,Oct-24,E.B.28hPercentage,89.85594237695078,95,-5.144057623049221,over,R,-5.414797497946549,E.B.28hPercentageQRL
QKS,QKS,E.B.28b,Percentage,Oct-24,E.B.28bPercentage,95.72271386430678,95,0.7227138643067832,over,G,0.7607514361124034,E.B.28bPercentageQKS
QRL,QRL,E.B.28k,Percentage,Oct-24,E.B.28kPercentage,57.54591933345957,95,-37.45408066654043,over,R,-39.42534807004255,E.B.28kPercentageQRL
QKS,QKS,E.B.28c,Percentage,Oct-24,E.B.28cPercentage,94.18200215012963,95,-0.8179978498703662,over,A,-0.8610503682845959,E.B.28cPercentageQKS
QRL,QRL,E.B.28,Percentage,Oct-24,E.B.28Percentage,71.52113613669144,95,-23.47886386330856,over,R,-24.7145935403248,E.B.28PercentageQRL
QKS,QKS,E.B.28d,Percentage,Oct-24,E.B.28dPercentage,52.430411300373905,95,-42.569588699626095,over,R,-44.810093368027474,E.B.28dPercentageQKS
QNQ,QNQ,E.B.28a,Percentage,Oct-24,E.B.28aPercentage,96.47847959754053,95,1.4784795975405274,over,G,1.5562943132005551,E.B.28aPercentageQNQ
QKS,QKS,E.B.28e,Percentage,Oct-24,E.B.28ePercentage,49.02325581395349,95,-45.97674418604651,over,R,-48.39657282741738,E.B.28ePercentageQKS
QNQ,QNQ,E.B.28b,Percentage,Oct-24,E.B.28bPercentage,98.45094664371773,95,3.450946643717728,over,G,3.6325754144397133,E.B.28bPercentageQNQ
QKS,QKS,E.B.28f,Percentage,Oct-24,E.B.28fPercentage,55.42074363992173,95,-39.57925636007827,over,R,-41.66237511587186,E.B.28fPercentageQKS
QNQ,QNQ,E.B.28c,Percentage,Oct-24,E.B.28cPercentage,95.38239538239539,95,0.3823953823953872,over,G,0.40252145515303916,E.B.28cPercentageQNQ
QKS,QKS,E.B.28g,Percentage,Oct-24,E.B.28gPercentage,55.780249410178634,95,-39.219750589821366,over,R,-41.28394798928564,E.B.28gPercentageQKS
QNQ,QNQ,E.B.28d,Percentage,Oct-24,E.B.28dPercentage,83.80952380952381,95,-11.19047619047619,over,R,-11.779448621553884,E.B.28dPercentageQNQ
QKS,QKS,E.B.28h,Percentage,Oct-24,E.B.28hPercentage,95.01557632398755,95,0.015576323987545493,over,G,0.016396130513205782,E.B.28hPercentageQKS
QNQ,QNQ,E.B.28e,Percentage,Oct-24,E.B.28ePercentage,80.6930693069307,95,-14.306930693069305,over,R,-15.05992704533611,E.B.28ePercentageQNQ
QKS,QKS,E.B.28k,Percentage,Oct-24,E.B.28kPercentage,88.4406165004533,95,-6.559383499546698,over,R,-6.904614210049155,E.B.28kPercentageQKS
QNQ,QNQ,E.B.28f,Percentage,Oct-24,E.B.28fPercentage,88.130081300813,95,-6.8699186991869965,over,R,-7.23149336756526,E.B.28fPercentageQNQ
QKS,QKS,E.B.28,Percentage,Oct-24,E.B.28Percentage,83.28228581018713,95,-11.717714189812867,over,R,-12.3344359892767,E.B.28PercentageQKS
QNQ,QNQ,E.B.28g,Percentage,Oct-24,E.B.28gPercentage,90.10175763182238,95,-4.89824236817762,over,R,-5.156044598081705,E.B.28gPercentageQNQ
QNQ,QNQ,E.B.28h,Percentage,Oct-24,E.B.28hPercentage,99.30715935334872,95,4.307159353348723,over,G,4.533851950893393,E.B.28hPercentageQNQ
QNQ,QNQ,E.B.28k,Percentage,Oct-24,E.B.28kPercentage,74.51244115669132,95,-20.487558843308676,over,R,-21.56585141400913,E.B.28kPercentageQNQ
QNQ,QNQ,E.B.28,Percentage,Oct-24,E.B.28Percentage,92.3764458464774,95,-2.623554153522605,over,A,-2.761635951076426,E.B.28PercentageQNQ
QU9,QU9,E.B.28a,Percentage,Oct-24,E.B.28aPercentage,89.30096650932794,95,-5.699033490672065,over,R,-5.998982621760068,E.B.28aPercentageQU9
QU9,QU9,E.B.28b,Percentage,Oct-24,E.B.28bPercentage,92.72727272727273,95,-2.2727272727272663,over,A,-2.3923444976076484,E.B.28bPercentageQU9
QU9,QU9,E.B.28c,Percentage,Oct-24,E.B.28cPercentage,78.24062577601191,95,-16.75937422398809,over,R,-17.64144655156641,E.B.28cPercentageQU9
QU9,QU9,E.B.28d,Percentage,Oct-24,E.B.28dPercentage,55.725190839694655,95,-39.274809160305345,over,R,-41.34190437926878,E.B.28dPercentageQU9
QU9,QU9,E.B.28e,Percentage,Oct-24,E.B.28ePercentage,53.09446254071661,95,-41.90553745928339,over,R,-44.111092062403564,E.B.28ePercentageQU9
QU9,QU9,E.B.28f,Percentage,Oct-24,E.B.28fPercentage,51.52963671128107,95,-43.47036328871893,over,R,-45.75827714601993,E.B.28fPercentageQU9
QU9,QU9,E.B.28g,Percentage,Oct-24,E.B.28gPercentage,89.9803536345776,95,-5.019646365422403,over,R,-5.283838279392004,E.B.28gPercentageQU9
QU9,QU9,E.B.28h,Percentage,Oct-24,E.B.28hPercentage,86.95987654320987,95,-8.040123456790127,over,R,-8.463287849252765,E.B.28hPercentageQU9
QU9,QU9,E.B.28k,Percentage,Oct-24,E.B.28kPercentage,46.18077657542966,95,-48.81922342457034,over,R,-51.38865623638983,E.B.28kPercentageQU9
QU9,QU9,E.B.28,Percentage,Oct-24,E.B.28Percentage,78.2045989850181,95,-16.795401014981906,over,R,-17.67936948945464,E.B.28PercentageQU9
QU9,RXQ,E.B.20,Count,Oct-24,E.B.20Count,8,0,8,under,R,NA,E.B.20CountRXQ
QU9,RHW,E.B.20,Count,Oct-24,E.B.20Count,2,0,2,under,R,NA,E.B.20CountRHW
QRL,RHU,E.B.20,Count,Oct-24,E.B.20Count,548,0,548,under,R,NA,E.B.20CountRHU
QXU,RA2,E.B.20,Count,Oct-24,E.B.20Count,204,0,204,under,R,NA,E.B.20CountRA2
QRL,RN5,E.B.20,Count,Oct-24,E.B.20Count,78,0,78,under,R,NA,E.B.20CountRN5
QNQ,RDU,E.B.20,Count,Oct-24,E.B.20Count,132,0,132,under,R,NA,E.B.20CountRDU
QKS,RN7,E.B.20,Count,Oct-24,E.B.20Count,92,0,92,under,R,NA,E.B.20CountRN7
QNX,RYR,E.B.20,Count,Oct-24,E.B.20Count,2492,0,2492,under,R,NA,E.B.20CountRYR
QRL,RHM,E.B.20,Count,Oct-24,E.B.20Count,24,0,24,under,R,NA,E.B.20CountRHM
QKS,RWF,E.B.20,Count,Oct-24,E.B.20Count,46,0,46,under,R,NA,E.B.20CountRWF
QKS,RPA,E.B.20,Count,Oct-24,E.B.20Count,277,0,277,under,R,NA,E.B.20CountRPA
QKS,RVV,E.B.20,Count,Oct-24,E.B.20Count,346,0,346,under,R,NA,E.B.20CountRVV
QNX,RPC,E.B.20,Count,Oct-24,E.B.20Count,28,0,28,under,R,NA,E.B.20CountRPC
QRL,R1F,E.B.20,Count,Oct-24,E.B.20Count,1,0,1,under,R,NA,E.B.20CountR1F
QXU,RTK,E.B.20,Count,Oct-24,E.B.20Count,75,0,75,under,R,NA,E.B.20CountRTK
QU9,RTH,E.B.20,Count,Oct-24,E.B.20Count,664,0,664,under,R,NA,E.B.20CountRTH
QNX,RXC,E.B.20,Count,Oct-24,E.B.20Count,47,0,47,under,R,NA,E.B.20CountRXC
QNQ,QNQ,E.B.20,Count,Oct-24,E.B.20Count,168,0,168,under,R,NA,E.B.20CountQNQ
QNX,QNX,E.B.20,Count,Oct-24,E.B.20Count,2935,0,2935,under,R,NA,E.B.20CountQNX
QXU,QXU,E.B.20,Count,Oct-24,E.B.20Count,347,0,347,under,R,NA,E.B.20CountQXU
QXU,RTP,E.B.20,Count,Oct-24,E.B.20Count,90,0,90,under,R,NA,E.B.20CountRTP
QKS,QKS,E.B.20,Count,Oct-24,E.B.20Count,1032,0,1032,under,R,NA,E.B.20CountQKS
QRL,QRL,E.B.20,Count,Oct-24,E.B.20Count,659,0,659,under,R,NA,E.B.20CountQRL
QU9,QU9,E.B.20,Count,Oct-24,E.B.20Count,655,0,655,under,R,NA,E.B.20CountQU9
Y59,Y59,E.B.35,Percentage,Oct-24,E.B.35Percentage,70.27928303459775,70,0.2792830345977535,over,G,0.39897576371107646,E.B.35PercentageY59
Y59,Y59,E.B.27,Percentage,Oct-24,E.B.27Percentage,77.47672552166934,77,0.4767255216693371,over,G,0.6191240541160222,E.B.27PercentageY59
Y59,Y59,E.B.28a,Percentage,Oct-24,E.B.28aPercentage,85.31377603394392,95,-9.686223966056076,over,R,-10.196025227427448,E.B.28aPercentageY59
Y59,Y59,E.B.28b,Percentage,Oct-24,E.B.28bPercentage,92.72968410899445,95,-2.270315891005552,over,A,-2.389806201058476,E.B.28bPercentageY59
Y59,Y59,E.B.28c,Percentage,Oct-24,E.B.28cPercentage,87.61613107467277,95,-7.383868925327235,over,R,-7.7724936056076155,E.B.28cPercentageY59
Y59,Y59,E.B.28d,Percentage,Oct-24,E.B.28dPercentage,54.57354758961681,95,-40.42645241038319,over,R,-42.55416043198231,E.B.28dPercentageY59
Y59,Y59,E.B.28e,Percentage,Oct-24,E.B.28ePercentage,59.16519989942167,95,-35.83480010057833,over,R,-37.72084221113508,E.B.28ePercentageY59
Y59,Y59,E.B.28f,Percentage,Oct-24,E.B.28fPercentage,62.03822747921488,95,-32.96177252078512,over,R,-34.69660265345802,E.B.28fPercentageY59
Y59,Y59,E.B.28g,Percentage,Oct-24,E.B.28gPercentage,63.72721594458009,95,-31.272784055419912,over,R,-32.918720058336746,E.B.28gPercentageY59
Y59,Y59,E.B.28h,Percentage,Oct-24,E.B.28hPercentage,83.96214821187169,95,-11.037851788128307,over,R,-11.618791355924534,E.B.28hPercentageY59
Y59,Y59,E.B.28k,Percentage,Oct-24,E.B.28kPercentage,63.724522385459615,95,-31.275477614540385,over,R,-32.92155538372672,E.B.28kPercentageY59
Y59,Y59,E.B.28,Percentage,Oct-24,E.B.28Percentage,80.1114561974367,95,-14.888543802563305,over,R,-15.67215137111927,E.B.28PercentageY59
Y59,Y59,E.B.20,Count,Oct-24,E.B.20Count,5796,0,5796,under,R,NA,E.B.20CountY59
QKS,QKS,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,81.81337186373672,78,3.8133718637367195,over,G,4.888938286841949,AE_attends_op_priorityPercentageQKS
QNQ,QNQ,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,72.74918712860186,78,-5.250812871398139,over,R,-6.731811373587358,AE_attends_op_priorityPercentageQNQ
QNX,QNX,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,74.07840108444022,78,-3.921598915559784,over,R,-5.027690917384339,AE_attends_op_priorityPercentageQNX
QRL,QRL,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,75.10773588885876,78,-2.8922641111412446,over,A,-3.7080309117195447,AE_attends_op_priorityPercentageQRL
QU9,QU9,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,77.97222074018745,78,-0.027779259812547252,over,A,-0.035614435657111865,AE_attends_op_priorityPercentageQU9
QXU,QXU,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,83.68042748943219,78,5.680427489432191,over,G,7.2825993454258855,AE_attends_op_priorityPercentageQXU
QKS,RN7,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,74.87032850113047,78,-3.129671498869527,over,A,-4.012399357525035,AE_attends_op_priorityPercentageRN7
QKS,RPA,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,83.12556470553831,78,5.125564705538309,over,G,6.571236801972191,AE_attends_op_priorityPercentageRPA
QKS,RVV,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,82.86811620046436,78,4.868116200464357,over,G,6.241174615979945,AE_attends_op_priorityPercentageRVV
QKS,RWF,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,83.45290684735835,78,5.452906847358349,over,G,6.990906214561986,AE_attends_op_priorityPercentageRWF
QNQ,RDU,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,72.74918712860186,78,-5.250812871398139,over,R,-6.731811373587358,AE_attends_op_priorityPercentageRDU
QNX,RXC,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,80.64188115665713,78,2.641881156657135,over,G,3.387027123919404,AE_attends_op_priorityPercentageRXC
QNX,RYR,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,71.30745574407233,78,-6.692544255927672,over,R,-8.580184943497017,AE_attends_op_priorityPercentageRYR
QRL,R1F,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,66.13506916192026,78,-11.864930838079744,over,R,-15.211449792409928,AE_attends_op_priorityPercentageR1F
QRL,RHM,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,81.93377241126967,78,3.933772411269672,over,G,5.043297963166246,AE_attends_op_priorityPercentageRHM
QRL,RHU,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,77.6261389635933,78,-0.3738610364066943,over,A,-0.47930902103422346,AE_attends_op_priorityPercentageRHU
QRL,RN5,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,63.440940196370136,78,-14.559059803629864,over,R,-18.665461286704954,AE_attends_op_priorityPercentageRN5
QU9,RHW,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,79.19074947981123,78,1.190749479811231,over,G,1.526601897193886,AE_attends_op_priorityPercentageRHW
QU9,RTH,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,80.68140665784811,78,2.6814066578481146,over,G,3.4377008433950187,AE_attends_op_priorityPercentageRTH
QU9,RXQ,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,72.60806536636795,78,-5.391934633632047,over,R,-6.912736709784675,AE_attends_op_priorityPercentageRXQ
QXU,RA2,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,82.35294117647058,78,4.35294117647058,over,G,5.580693815987923,AE_attends_op_priorityPercentageRA2
QXU,RTK,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,78.32214765100672,78,0.3221476510067163,over,G,0.41300980898296963,AE_attends_op_priorityPercentageRTK
QXU,RTP,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,87.68745214778019,78,9.687452147780192,over,G,12.419810445872042,AE_attends_op_priorityPercentageRTP
QXU,RA2,E.M.38,Percentage,Mar-24,E.M.38Percentage,39.63531669865643,46,-6.364683301343568,over,R,-13.836268046399061,E.M.38PercentageRA2
QNX,RPC,E.M.38,Percentage,Mar-24,E.M.38Percentage,42.53836359981237,46,-3.461636400187629,over,R,-7.52529652214702,E.M.38PercentageRPC
